Season,Episode,Title,Scene,Person,Said
1,17,Two-Face Part I,HARVEY'S NIGHTMARE,Harvey Bullock,NO!
1,17,Two-Face Part I,HARVEY'S NIGHTMARE,Harvey Bullock,"Oh, Carlos! -- It's you!"
1,17,Two-Face Part I,HARVEY'S NIGHTMARE,Harvey Bullock,Yeah! Must've fallen asleep. -- Had a bad dream.
1,17,Two-Face Part I,HARVEY'S NIGHTMARE,Harvey Bullock,Let's go.
1,17,Two-Face Part I,POLICE RAID AND HARVEY'S OUTBURST,Harvey Bullock,"Hey, Jim! How's it going?"
1,17,Two-Face Part I,POLICE RAID AND HARVEY'S OUTBURST,Harvey Bullock,What's going on in there?
1,17,Two-Face Part I,POLICE RAID AND HARVEY'S OUTBURST,Harvey Bullock,"As your District Attorney, I would like to commend Commissioner Gordon and his men for their fine work."
1,17,Two-Face Part I,POLICE RAID AND HARVEY'S OUTBURST,Harvey Bullock,"Yes, and I'm glad to say that another one of Rupert Thorne's criminal rings has now been broken. As I stated in my re-election campaign, I will not rest until Gotham City has been de-Thorned once and for all!"
1,17,Two-Face Part I,POLICE RAID AND HARVEY'S OUTBURST,Harvey Bullock,You little weasel! I'll tear you apart!
1,17,Two-Face Part I,POLICE RAID AND HARVEY'S OUTBURST,Harvey Bullock,"Kick mud at my mad face, will ya!?!"
1,17,Two-Face Part I,POLICE RAID AND HARVEY'S OUTBURST,Harvey Bullock,-- Jim!-- I-- I--
1,17,Two-Face Part I,POLICE RAID AND HARVEY'S OUTBURST,Harvey Bullock,I-- don't know. I guess he just-- pressed the right button.
1,17,Two-Face Part I,CAMPAIGN AT WAYNE MANOR,Harvey Bullock,"If we want this city safe again, then we have to come down hard on these criminals! I will not see the people of Gotham..."
1,17,Two-Face Part I,CAMPAIGN AT WAYNE MANOR,Harvey Bullock,"Well ma'am, I trust it was in two separate elections?"
1,17,Two-Face Part I,CAMPAIGN AT WAYNE MANOR,Harvey Bullock,You do and I'll prosecute!
1,17,Two-Face Part I,CAMPAIGN AT WAYNE MANOR,Harvey Bullock,B--But why?
1,17,Two-Face Part I,CAMPAIGN AT WAYNE MANOR,Harvey Bullock,Had to!? B-but-- No! I spent three months on that raid! He can't overturn! The fool! He's been blocked! Like all the rest!
1,17,Two-Face Part I,CAMPAIGN AT WAYNE MANOR,Harvey Bullock,"Let go of me, you rich twit!"
1,17,Two-Face Part I,CAMPAIGN AT WAYNE MANOR,Harvey Bullock,Grace! Bruce! -- I'm sorry.. I- I don't know what-- Excuse me...
1,17,Two-Face Part I,CAMPAIGN AT WAYNE MANOR,Harvey Bullock,"I just flew off the handle-- that's all-- Don't worry, I've got it under control."
1,17,Two-Face Part I,CAMPAIGN AT WAYNE MANOR,Harvey Bullock,I said I was sorry!
1,17,Two-Face Part I,CAMPAIGN AT WAYNE MANOR,Harvey Bullock,Grace!
1,17,Two-Face Part I,CAMPAIGN AT WAYNE MANOR,Harvey Bullock,Not when they're running for public office! You know how some voters feel about shrinks.
1,17,Two-Face Part I,CAMPAIGN AT WAYNE MANOR,Harvey Bullock,"Yeah, yeah. Just keep it under your hat, okay?"
1,17,Two-Face Part I,HARVEY'S PSYCHIATRY SESSION,Harvey Bullock,Uh-hm
1,17,Two-Face Part I,HARVEY'S PSYCHIATRY SESSION,Harvey Bullock,I don't think he wants to talk.
1,17,Two-Face Part I,HARVEY'S PSYCHIATRY SESSION,Harvey Bullock,What am I gonna do? I've always been able to repress him before.
1,17,Two-Face Part I,HARVEY'S PSYCHIATRY SESSION,Harvey Bullock,"No way, doc. You know I'm trying to get re-elected."
1,17,Two-Face Part I,HARVEY'S PSYCHIATRY SESSION,Harvey Bullock,Isn't there any other way? Please!
1,17,Two-Face Part I,HARVEY'S PSYCHIATRY SESSION,Harvey Bullock,Great! I'll do it! You just set up the schedule and I'll be here. Just so long as we keep all this a secret.
1,17,Two-Face Part I,CALM BEFORE THE STORM,Harvey Bullock,"Now, now. Let's wait until all the returns are in!"
1,17,Two-Face Part I,CALM BEFORE THE STORM,Harvey Bullock,"I told ya I can handle myself. In fact, I'm in such good spirits that I might announce a certain wedding date this evening."
1,17,Two-Face Part I,CALM BEFORE THE STORM,Harvey Bullock,It's part of my acceptance speech.
1,17,Two-Face Part I,CALM BEFORE THE STORM,Harvey Bullock,"(to Grace) Hold those lips, I'll be right back. (Goes to another room and picks up the phone) Hello!"
1,17,Two-Face Part I,CALM BEFORE THE STORM,Harvey Bullock,"What do you want, you slime?"
1,17,Two-Face Part I,CALM BEFORE THE STORM,Harvey Bullock,"I'm not interested in your deals, Thorne."
1,17,Two-Face Part I,CALM BEFORE THE STORM,Harvey Bullock,What do you want?
1,17,Two-Face Part I,CALM BEFORE THE STORM,Harvey Bullock,No. I have to see someone. Would you mind looking after our guests?
1,17,Two-Face Part I,CALM BEFORE THE STORM,Harvey Bullock,"I won't be long. Thank you, darling!"
1,17,Two-Face Part I,CALM BEFORE THE STORM,Harvey Bullock,"Uh, a surprise meeting, that's all."
1,17,Two-Face Part I,CALM BEFORE THE STORM,Harvey Bullock,"Just mind your own business, alright?"
1,17,Two-Face Part I,CALM BEFORE THE STORM,Harvey Bullock,"My friend, you don't know the half of it."
1,17,Two-Face Part I,HARVEY'S DOWNFALL,Harvey Bullock,"Stealing someone's psychiatric file is pretty low, Thorne. Even for a swine like you."
1,17,Two-Face Part I,HARVEY'S DOWNFALL,Harvey Bullock,What do you want?
1,17,Two-Face Part I,HARVEY'S DOWNFALL,Harvey Bullock,You're dreaming.
1,17,Two-Face Part I,HARVEY'S DOWNFALL,Harvey Bullock,There's just one problem.
1,17,Two-Face Part I,HARVEY'S DOWNFALL,Harvey Bullock,Of course.
1,17,Two-Face Part I,"FRACTURED FACE, FRACTURED MIND",Harvey Bullock,Give me a mirror!
1,17,Two-Face Part I,"FRACTURED FACE, FRACTURED MIND",Harvey Bullock,I said give me a mirror! Now! (Harvey looks in a mirror and screams in anger)
1,18,Two-Face Part II,BATMAN'S NIGHTMARE,Harvey Bullock,"Stay back! I mean, you called?"
1,18,Two-Face Part II,BATMAN'S NIGHTMARE,Harvey Bullock,You! You saw what was happening! You knew something was terribly wrong with me! I thought you were my friend! You should've been able to help me! But you didn't! Did you? (changes and looks into Two-Face) NOW LOOK AT ME!
1,18,Two-Face Part II,BATMAN'S NIGHTMARE,Harvey Bullock,What?
1,18,Two-Face Part II,HARVEY CONTACTS GRACE,Harvey Bullock,Allow me. Grace.
1,18,Two-Face Part II,HARVEY CONTACTS GRACE,Harvey Bullock,I am with Two-Face.
1,18,Two-Face Part II,HARVEY CONTACTS GRACE,Harvey Bullock,At the Wild Deuce.
1,18,Two-Face Part II,HARVEY CONTACTS GRACE,Harvey Bullock,I'll see you soon.
1,18,Two-Face Part II,RUPERT THORNE VS. TWO-FACE,Harvey Bullock,Grace. I want you to meet the villain.
1,18,Two-Face Part II,RUPERT THORNE VS. TWO-FACE,Harvey Bullock,"WHAT HAVE YOU DONE! My voice! It's back! Hello, what's this?"
1,18,Two-Face Part II,RUPERT THORNE VS. TWO-FACE,Harvey Bullock,Yes! (starts laughing)
1,18,Two-Face Part II,RUPERT THORNE VS. TWO-FACE,Harvey Bullock,"I found it! Oh, yes! Oh, Two-Face, I'm so sorry, if it means so much to you, I'll get Grace."
1,18,Two-Face Part II,RUPERT THORNE VS. TWO-FACE,Harvey Bullock,"Oh, Grace."
1,18,Two-Face Part II,RUPERT THORNE VS. TWO-FACE,Harvey Bullock,"Oh, thank you. You are my friend."
1,2,On Leather Wings,None,Harvey Bullock,C'mon Commissioner. Somebody asked me a couple of questions. I just gave 'em a couple'a answers.
1,6,It's Never Too Late,STROMWELL IS ALIVE,Harvey Bullock,Your hair. It looked better on TV.
1,7,Joker's Favor,HONORABLE MENTION,Harvey Bullock,"C'mon, Commissioner! It's free eats and you get your picture in a paper! It's a good deal!"
1,9,Pretty Poison,"5 YEARS LATER. A BETTER, SAFER GOTHAM",Harvey Bullock,(From the police helicopter) This is the police! Nobody move!
1,10,Nothing to Fear,CONFRONTATION WITH BULLOCK,Harvey Bullock,"Alright then, where is this Scarecrow?"
1,13,P.O.V.,BUST GONE WRONG,Harvey Bullock,I'm ok.
1,21,Vendetta,THE KIDNAP,Harvey Bullock,"It ain't him getting to the hearings that's got him spooked, Commish! It's somebody else getting to him before him!"
1,35,I Am the Night,APPOINTMENT,Harvey Bullock,"I say we take 'em now, before the deal happens! We got enough on 'em! What are we waiting for?"
1,37,Moon of the Wolf,GOTHAM ZOO,Harvey Bullock,"You Hamner? John Hamner? Bullock, Gotham PD!"
1,40,Heart of Steel Part II,POLICE IMPOSTOR,Harvey Bullock,"You wanted me, Commissioner?"
1,44,Off Balance,VERTIGO,Harvey Bullock,"Relax, kid. That gizmo ain't gonna hurt nobody as long as Harvey Bullock's-- What the...!? -- Who-- who are you?"
1,46,The Laughing Fish,THE LAUGH,Harvey Bullock,Change the channel!
1,48,The Man Who Killed Batman,GANGLAND,Harvey Bullock,"Uh, Montoya, word is coming in from the streets on a homicide victim."
1,59,Shadow of the Bat Part I,THE FALL OF THORNE,Harvey Bullock,Look!
1,60,Shadow of the Bat Part II,DOUBLE SETUP,Harvey Bullock,"Relax, Commish! We got the judge to reconsider bail, didn't we? You gonna eat that pickle?"
1,2,On Leather Wings,None,Harvey Dent,"If you catch him Harvey, I'll put him in jail for you."
1,9,Pretty Poison,FLASHBACK TO STONEGATE'S PAST,Harvey Dent,"From this field of weeds and wild flowers, we'll grow a new institution to build a better, safer Gotham."
1,9,Pretty Poison,"5 YEARS LATER. A BETTER, SAFER GOTHAM",Harvey Dent,"Thank you, Andre. I'm starving, let's eat!"
1,9,Pretty Poison,"5 YEARS LATER. A BETTER, SAFER GOTHAM",Harvey Dent,I think you'll like him.
1,9,Pretty Poison,AFTERMATH,Harvey Dent,(Wakes up) Hmmm...where am I?
1,17,Two-Face Part I,HARVEY'S NIGHTMARE,Harvey Dent,No! Keep away! Leave me alone!
1,27,Perchance to Dream,DREAM,Hatter,I do! But I'm only part of your dream. The mind-control apparatus reveals nothing to the real world. Its purpose is to create an ideal world for you!
1,27,Perchance to Dream,DREAM,Hatter,No! Just a figment of your imagination. But that doesn't mean I'm not real in this dream world.
1,27,Perchance to Dream,DREAM,Hatter,I'm crushed! You don't like the fantasy world I've created for you!?
1,27,Perchance to Dream,DREAM,Hatter,"Ah, ""Are you the dreamer or merely part of someone's dream?"" (chuckles) That was just the question Tweedledee put to Alice in Through the Looking..."
1,27,Perchance to Dream,DREAM,Hatter,"Ah, but it is. It's a beautiful story. You have love, wealth, a family, all you ever wanted, your own private Wonderland!"
1,27,Perchance to Dream,DREAM,Hatter,"It's a moot point, my friend! There's no way out of this!"
1,27,Perchance to Dream,DREAM,Hatter,"You can't hurt a dream, my good fellow! And you can't wake up! Stop fighting it! - You see? In a moment the police will be here. Do you want to spend the rest of your dream life in Arkham?"
1,27,Perchance to Dream,DREAM,Hatter,"N-n-now, wait just a minute! You don’t want to do anything foolish! This isn't an ordinary dream! What if you're wrong?"
1,27,Perchance to Dream,TRUTH,Hatter,You of all people have the gall to ask me that?!? You ruined my life! I was willing to give you whatever life you wanted... just to keep you out of mine!
1,55,See No Evil,MOJO,Helen,Oh. I'm sorry I missed him. Would've said hi!
1,55,See No Evil,MOJO,Helen,"I know, honey. I know. Now go to sleep, ok?"
1,55,See No Evil,LLOYD VENTRIX,Helen,"Bye, sweetie! Have a nice day! (some time later at her workplace) I'll be back in an hour."
1,55,See No Evil,LLOYD VENTRIX,Helen,Not long enough.
1,55,See No Evil,LLOYD VENTRIX,Helen,"I don't care what you do, as long as you don't do it within one hundred feet of me."
1,55,See No Evil,LLOYD VENTRIX,Helen,"What do you mean ""was""?"
1,55,See No Evil,LLOYD VENTRIX,Helen,(after Lloyd attempts to pays her food) And how many all-night gas stations do you have to knock over for that? Keep it.
1,55,See No Evil,LLOYD VENTRIX,Helen,You stay away from her!
1,55,See No Evil,LLOYD VENTRIX,Helen,Keep your hands off me! I told her all about you! She knows you're not supposed to go near her.
1,55,See No Evil,LLOYD VENTRIX,Helen,Want? All I want is for you to disappear!
1,55,See No Evil,LLOYD STRIKES AGAIN,Helen,You say he can make himself invisible? (gasp) Mojo!
1,55,See No Evil,LLOYD STRIKES AGAIN,Helen,Kimberly! -- Kimberly... Kimberly... Kimberly! Kimmy! -- I thought Mojo was just her imaginary friend. I never thought... What's that?
1,55,See No Evil,LLOYD STRIKES AGAIN,Helen,Five minues ago. I put her to bed and... Batman?
1,55,See No Evil,BATMAN SAVES KIM,Helen,Kimberly!
1,55,See No Evil,GUARDIAN ANGEL,Helen,(alarmed) Kimberly? Who are you talking to now?
1,55,See No Evil,GUARDIAN ANGEL,Helen,(relived) Oh... him again.
1,55,See No Evil,GUARDIAN ANGEL,Helen,"I know, honey. I know."
1,55,See No Evil,MOJO,Helen Ventrix,Kimberly? Who're you talking to?
1,41,"If You're So Smart, Why Aren't You Rich?",PUZZLE GALORE,Henchman,But why? You got the man you wanted.
1,17,Two-Face Part I,RUPERT THORNE'S PLAN,Henchman #1,"Hey, nice tie, boss!"
1,17,Two-Face Part I,RUPERT THORNE'S PLAN,Henchman #1,So how 'bout we see how far he can swim in that salmon suit?
1,23,The Forgotten,THE SLAVERY CAMPMENT,Henchman #1,"They have to eat, sir."
1,23,The Forgotten,THE SLAVERY CAMPMENT,Henchman #1,"Yes, sir. We recruited some new men."
1,23,The Forgotten,BATMAN CAPTURES THE BAD GUYS AND AFTERMATH,Henchman #1,A bat! A giant bat! Horrible!
1,23,The Forgotten,BATMAN CAPTURES THE BAD GUYS AND AFTERMATH,Henchman #1,There it is!
1,23,The Forgotten,BRUCE REMEMBERS AND ALFRED COMES TO THE RESCUE,Henchman #2,There he is! We got him now! He's gone into Box Canyon! There's no way out! (Bruce climbs the Canyon Wall) Look! Up there!
1,23,The Forgotten,BATMAN CAPTURES THE BAD GUYS AND AFTERMATH,Henchman #2,There he is!
1,23,The Forgotten,BATMAN CAPTURES THE BAD GUYS AND AFTERMATH,Henchman #3,Lookou----(Batman kicks him)
1,23,The Forgotten,BATMAN CAPTURES THE BAD GUYS AND AFTERMATH,Henchman #4,I think he went this way!
1,23,The Forgotten,BATMAN CAPTURES THE BAD GUYS AND AFTERMATH,Henchman #4,Hodgins! Kirk! Paur! Are you okay?
1,23,The Forgotten,BATMAN CAPTURES THE BAD GUYS AND AFTERMATH,Henchman #5,Pete...where are y----HEEEELP! HEEEEEEEELP!
1,46,The Laughing Fish,THE LAUGH,Henchmen,Naturally low in cholesterol.
1,2,On Leather Wings,None,Hill,Commissioner?
1,2,On Leather Wings,None,Hill,I think we can spare a few men commissioner. Detective Bullock does have a reputation for getting results. I'm authorizing the strike force. Anything else detective?
1,11,Be a Clown,MAYOR HILL'S SECURITY SPEECH,Hill,Well--I-I...W-What just happened was an isolated incident! There are just a few rotten apples giving an otherwise peaceful community a bad name.
1,11,Be a Clown,JORDAN'S BIRTHDAY PARTY AND JEKKO THE CLOWN,Hill,"Get a move on, Franklin, it's almost time for the party!"
1,11,Be a Clown,JORDAN'S BIRTHDAY PARTY AND JEKKO THE CLOWN,Hill,Jordan! Stop fooling with those stupid magic tricks! Your party is starting!
1,11,Be a Clown,JORDAN'S BIRTHDAY PARTY AND JEKKO THE CLOWN,Hill,Nonsense. I've invited some children.
1,11,Be a Clown,JORDAN'S BIRTHDAY PARTY AND JEKKO THE CLOWN,Hill,(putting his foot down) I'm not going to argue with you young man! I'll expect you downstairs in five minutes.
1,11,Be a Clown,JORDAN'S BIRTHDAY PARTY AND JEKKO THE CLOWN,Hill,Hello! Glad you could come! - Senator Finch what a pleasant surprise! (talks to the cameraman) Did you get a good shot of me with the senator?
1,11,Be a Clown,JORDAN'S BIRTHDAY PARTY AND JEKKO THE CLOWN,Hill,"Excellent. Smile, Jordan. They'll think you're having a bad time!"
1,11,Be a Clown,JORDAN'S BIRTHDAY PARTY AND JEKKO THE CLOWN,Hill,"Well, cheer up. I've got a surprise coming, (checks his watch) which should be here by now. -- Councilman Frye! And this must be Timmy."
1,11,Be a Clown,JORDAN'S BIRTHDAY PARTY AND JEKKO THE CLOWN,Hill,Pleased to--aauughhh!
1,11,Be a Clown,JORDAN'S BIRTHDAY PARTY AND JEKKO THE CLOWN,Hill,Bruce! Bruce Wayne! How good of you to come! Jordan will be so happy to see you.
1,11,Be a Clown,JORDAN'S BIRTHDAY PARTY AND JEKKO THE CLOWN,Hill,"(interrupts Jekko's magic show) Jordan, I've got more guests for you to meet."
1,11,Be a Clown,JORDAN'S BIRTHDAY PARTY AND JEKKO THE CLOWN,Hill,"Sorry, but mister Wayne is waiting and--"
1,11,Be a Clown,JORDAN'S BIRTHDAY PARTY AND JEKKO THE CLOWN,Hill,"Hush. You'll do what I say! Now, come on!"
1,11,Be a Clown,JORDAN'S BIRTHDAY PARTY AND JEKKO THE CLOWN,Hill,"Hehehe, kids. (notices that the cameraman filmed the scene) Turn that off! (Hill leaves)"
1,11,Be a Clown,JORDAN'S BIRTHDAY PARTY AND JEKKO THE CLOWN,Hill,(surprised) I don't know where Jordan could have gone. He was dying to see you. Heh heh! You know kids!
1,11,Be a Clown,JORDAN'S BIRTHDAY PARTY AND JEKKO THE CLOWN,Hill,"Good riddance, Jekko. As I was saying...(turns to Bruce but he is gone) hey!"
1,11,Be a Clown,JORDAN'S ESCAPE AND JOKER'S HIDEOUT,Hill,I want answers! Nobody makes a fool of me! Especially in my own home!
1,11,Be a Clown,JORDAN'S ESCAPE AND JOKER'S HIDEOUT,Hill,"(saddened with grief) If only I've been paying more attention, he wouldn't have run away."
1,11,Be a Clown,JORDAN'S ESCAPE AND JOKER'S HIDEOUT,Hill,"I tell you Wayne; things have got to be different, if only he'd come back. (Hill leaves)"
1,11,Be a Clown,THE WATER TANK TRAP AND BATTLE AT THE ROLLERCOASTER RIDE,Hill,Jo..Jordan! Ah! You're back! -- My boy is back!
1,11,Be a Clown,THE WATER TANK TRAP AND BATTLE AT THE ROLLERCOASTER RIDE,Hill,"Please, forgive me for the party---ah..we can talk later. Right now, I wanna give you the biggest birthday hug you ever got."
1,26,The Clock King (episode),TEMPLE FUGATE,Hill,"You seem pretty tightly w... this morning, Fugate."
1,26,The Clock King (episode),TEMPLE FUGATE,Hill,"Temple, let me give you some advice. I'm a lawyer, trust me, I know these things. If that judge sees you looking less tense and h.... as you are now, he'll think you were up to something. Loosen up! Do something to relax, before you go at the court. Get out of your routine for a few minutes. Do you take a coffe break?"
1,26,The Clock King (episode),TEMPLE FUGATE,Hill,Then take it at three 15.
1,26,The Clock King (episode),TEMPLE FUGATE,Hill,"Forget your schedule for one day! Believe me, it will make a new man out of you."
1,26,The Clock King (episode),TEMPLE FUGATE,Hill,(voice-over) Take your coffe break at 3
1,26,The Clock King (episode),KILLING TIME,Hill,I don't know what you're talking about!
1,26,The Clock King (episode),KILLING TIME,Hill,What?!
1,26,The Clock King (episode),KILLING TIME,Hill,Oh my lord! The law suit! Fugate! I swear I was only trying to help!
1,26,The Clock King (episode),KILLING TIME,Hill,"But I had nothing to do with that case, Fugate!"
1,40,Heart of Steel Part II,THE HEROINE,Hill,I'm sure the investigation will prove exactly that.
1,11,Be a Clown,MAYOR HILL'S SECURITY SPEECH,Hill,Absolutely. He and criminals like the Joker are cut from the same cloth.
1,11,Be a Clown,MAYOR HILL'S SECURITY SPEECH,Hill,"Furthermore, I intend to run every one of these costumed freaks out of town; and make all of Gotham City as safe as my own mansion."
1,40,Heart of Steel Part II,THE SET-UP,Hill,"Good evening, Bruce. I'm glad you could come!"
1,40,Heart of Steel Part II,THE SET-UP,Hill,He'll be along. He won't wanna miss this. You're going to become a member of a very exclusive club tonight!
1,40,Heart of Steel Part II,THE SET-UP,Hill,"Oh no, my boy. This club is brand new; though everyone will belong very soon."
1,11,Be a Clown,JORDAN'S BIRTHDAY PARTY AND JEKKO THE CLOWN,Hill,"Some very important people will be here and I don't want anything to go wrong! By the way, have you seen my son?"
1,26,The Clock King (episode),TEMPLE FUGATE,Hill,Oh right! The efficiency expert.
1,12,Appointment in Crime Alley,THE SEARCH,Homeless Man,Poor Doc Thompkins... she's in trouble.
1,12,Appointment in Crime Alley,THE SEARCH,Homeless Man,Nothing! I didn't see 'em grab her! I didn't see nothing!
1,12,Appointment in Crime Alley,THE SEARCH,Homeless Man,I dunno-- Leggo of me! Leggo!
1,12,Appointment in Crime Alley,THE SEARCH,Homeless Man,T-two guys.. they grabbed her... She- she dropped it... I thought I could sell it-- get a few bucks!
1,12,Appointment in Crime Alley,THE SEARCH,Homeless Man,Corner of Finger and Broom! That's all I know! Honest!
1,55,See No Evil,BATMAN VS VENTRIX,Homeless Man,"(as Batman speeds past on the roof of the invisible car) I didn't know he could fly, too."
1,30,The Strange Secret of Bruce Wayne,THERAPY,Hugo Strange,But of course! My radio-pathic monitoring device is infallible. It works by lowering your defenses.
1,30,The Strange Secret of Bruce Wayne,STRANGE ALLIES,Hugo Strange,"You are Bruce Wayne's butler, are you not?"
1,30,The Strange Secret of Bruce Wayne,THE AUCTION,Hugo Strange,I should've known better than to deal with the likes of you!
1,35,I Am the Night,TRIBULATION,Inmate,"Not a problem, bro. Talk to Southside Eddie. He'll get you on the street and out of Gotham before the ink on your fingers dries."
1,35,I Am the Night,TRIBULATION,Inmate,"Not now, Jimmy. You gotta lay low."
1,35,I Am the Night,TRIBULATION,Inmate,"Laundry coming through, boys!"
1,35,I Am the Night,TRIBULATION,Inmate,Now!
1,3,Christmas with the Joker,"CHRISTMAS IN ARKHAM ASYLUM; SINGING ""JINGLE BELLS""",Inmates,Jingle bells! Jingle bells! Jingle all the way! Oh what fun it is to ride in a one horse open sleigh! Hey!
1,23,The Forgotten,THE SLAVERY CAMPMENT,Innocent Bystander,No! Please! I ain't done nothing! No! Please! Please! Please! Please!
1,42,Joker's Wild,JOKER'S WILD,Irving,"Hey, you! - Where are you? Come out and fight!"
1,42,Joker's Wild,TRUTH,Irving,"Ah, you again."
1,49,Zatanna (episode),DISAPPEAR,Irving,"Oh, my!"
1,49,Zatanna (episode),DISAPPEAR,Irving,The money! Where's the money?!?
1,49,Zatanna (episode),DISAPPEAR,Irving,It's gone! What have you done with it!
1,49,Zatanna (episode),DISAPPEAR,Irving,Police! Police!
1,49,Zatanna (episode),DISAPPEAR,Irving,This is so exciting!
1,36,Almost Got 'Im,GIANT PENNY,Ivy,And?
1,9,Pretty Poison,POISON IVY,Ivy,Noo!
1,9,Pretty Poison,POISON IVY,Ivy,(Ivy gives Batman the antidote and takes the plant) My baby! My precious baby! (Batman takes them both out of the burning greenhouse) My pretty baby...
1,16,Eternal Youth,ETERNAL YOUTH,Ivy,"Let them in. Somebody's got to pay for the sins of Wayne Enterprises. (Moments later, after changing of outfit) Good morning. I am your director, Dr. Demeter and I welcome you to our wonderful program of organic rejuvenation."
1,16,Eternal Youth,GROVE OF CRIME,Ivy,"You go after the wrong people, Batman."
1,16,Eternal Youth,GROVE OF CRIME,Ivy,"Sub tropica brasilias. As rare as winter roses, Batman. - I tapped their zap for my growth enzyme, which you see here, in its purified, most concentrated form. The secret of eternal youth. But you haven't seen my most intriguing trees. Actually, Batman, you and I are surprisingly alike. We both strive to see evil-doers punished. But while you have your gallery of rogues, I have my grove."
1,16,Eternal Youth,GROVE OF CRIME,Ivy,"Well, if you're not going to be part of the solution, you're obviously part of the problem. Ladies. - This spray is triple-strength, Batman. I will start the transformation without any preliminaries. - He should be sprouting leaves by now."
1,16,Eternal Youth,GROVE OF CRIME,Ivy,Keep spraying!
1,16,Eternal Youth,GROVE OF CRIME,Ivy,And I thought you believed in justice!
1,16,Eternal Youth,GROVE OF CRIME,Ivy,Look what you made me do to my poor defenseless tree! -- The enzyme! NOO!
1,36,Almost Got 'Im,THE MEETING,Ivy,"It's been a long time, Harvey. You're still looking half-way decent."
1,36,Almost Got 'Im,THE MEETING,Ivy,And what does the other half want?
1,36,Almost Got 'Im,THE MEETING,Ivy,"Running from the law, and the Batman too, or course."
1,36,Almost Got 'Im,THE MEETING,Ivy,Are you kidding?! I was the one who nearly-
1,36,Almost Got 'Im,EXPLODING PUMPKINS,Ivy,"Alright. This happened last Halloween. I had reap thousands of pumpkins to blow out poison ivy gas when they were lit. I knew Batman would show soon as Gotham started scratching. In fact, I was counting on it."
1,36,Almost Got 'Im,EXPLODING PUMPKINS,Ivy,"Trick or treat! - It's midnight, darling. Time to unmask!"
1,36,Almost Got 'Im,EXPLODING PUMPKINS,Ivy,"It's just the darnedest thing! I have this natural immunity against poisons, toxins, the pain and suffering of others. Go figure. Bye."
1,36,Almost Got 'Im,EXPLODING PUMPKINS,Ivy,And that's how I almost got 'im!
1,36,Almost Got 'Im,EXPLODING PUMPKINS,Ivy,I'd like to hear you do better!
1,36,Almost Got 'Im,GIANT PENNY,Ivy,"So, Harvey, what became of the giant penny?"
1,36,Almost Got 'Im,AVIARY OF DOOM,Ivy,Aviary of what?
1,36,Almost Got 'Im,LAUGH AND DIE,Ivy,"Risking everything for your kitty, Batman?"
1,42,Joker's Wild,ASYLUM BREAKOUT,Ivy,He started it! I was just sitting here!
1,42,Joker's Wild,ASYLUM BREAKOUT,Ivy,Crazy.
1,42,Joker's Wild,ASYLUM BREAKOUT,Ivy,I don't care.
1,42,Joker's Wild,ASYLUM BREAKOUT,Ivy,GUARD!
1,42,Joker's Wild,ASYLUM BREAKOUT,Ivy,Now who should lighten up?
1,42,Joker's Wild,ASYLUM BREAKOUT,Ivy,"Oh, Joker.... thanks for the smile!"
1,47,Harley and Ivy,BEAUTIFUL FRIENDSHIP,Ivy,Ivy! Poison Ivy!
1,47,Harley and Ivy,BEAUTIFUL FRIENDSHIP,Ivy,This is not a good time to get acquainted!
1,47,Harley and Ivy,BEAUTIFUL FRIENDSHIP,Ivy,Any ideas?
1,47,Harley and Ivy,BEAUTIFUL FRIENDSHIP,Ivy,Plant toxins from the museum lab.
1,47,Harley and Ivy,BEAUTIFUL FRIENDSHIP,Ivy,"Not tonight, baby! - Get in the car!"
1,47,Harley and Ivy,BEAUTIFUL FRIENDSHIP,Ivy,This could be the beginning of a beautiful friendship.
1,47,Harley and Ivy,QUEENS OF CRIME,Ivy,"Now, now. You're not immune to poison like I am. And you won't last ten minutes here in toxic acres, without my antidote!"
1,47,Harley and Ivy,QUEENS OF CRIME,Ivy,Why do you put up with that clown?
1,47,Harley and Ivy,QUEENS OF CRIME,Ivy,"Sure he does. You're just one big forgiving doormat, aren't you?"
1,47,Harley and Ivy,QUEENS OF CRIME,Ivy,"If you had a middle name, it would be ""Welcome"". But cheer up, kid. You just need some lesson is good old female self steem. In other words, let's play with the boys on our terms..."
1,47,Harley and Ivy,QUEENS OF CRIME,Ivy,"A moment, please, Mr. Chairman."
1,47,Harley and Ivy,QUEENS OF CRIME,Ivy,"The joke, my dear Chairman, is this obsolete, sexist mockery you call a men's club. Now I ask you, what kind of adventurers refuse to admit women? Still, if it's exitement you boys crave..."
1,47,Harley and Ivy,QUEENS OF CRIME,Ivy,IVY
1,47,Harley and Ivy,QUEENS OF CRIME,Ivy,This is truth!
1,47,Harley and Ivy,QUEENS OF CRIME,Ivy,Steam .... and beat juice! Um yum!
1,47,Harley and Ivy,QUEENS OF CRIME,Ivy,Will you stop! I can't believe you're still mooning over that psychotic creep!
1,47,Harley and Ivy,HUNTING THE LADIES,Ivy,"""Mr. J"" - ""Mr. J"" Oh, change the record Harl. You wanna be some wacko's victim the rest of your life?"
1,47,Harley and Ivy,HUNTING THE LADIES,Ivy,"Excuse me, boys, didn't your mommies tell you that's not the nice way to get a lady's attention?"
1,47,Harley and Ivy,HUNTING THE LADIES,Ivy,There may be hope for you yet!
1,47,Harley and Ivy,LOST AND FOUND,Ivy,What's up?
